,numchilds,meaneduc,overcrowding,isprecarious,Target,walltype,wallquality,floortype,floorqual,roofqual,region,dependency,headescolari,sumelectronics
3318,0,4.0,0.7,0,2,6,2,5,3,1,1,10.0,4,2.0
3319,0,6.0,0.5,0,4,6,3,5,3,2,1,10.0,6,0.0
3320,0,0.0,1.0,0,3,6,3,5,3,3,1,0.5,0,2.0
3323,0,5.6666665,1.5,0,4,6,3,5,3,3,1,2.0,6,3.0
3326,0,2.0,1.0,0,4,6,3,5,3,3,1,10.0,2,0.0
3329,0,10.0,1.0,0,4,6,3,5,3,3,1,2.0,10,3.0
3330,0,10.0,0.3,0,4,6,3,5,3,3,1,0.0,10,1.0
3331,2,12.0,2.0,0,4,4,2,4,2,2,1,1.0,13,3.0
3336,0,8.666667,1.5,0,4,5,3,5,3,3,1,0.0,9,3.0
3339,0,12.0,1.5,0,4,5,3,5,3,3,1,0.5,9,4.0
3343,0,8.0,1.0,0,4,6,3,5,3,2,1,0.0,10,3.0
3346,1,7.5,1.7,0,4,6,2,5,3,2,1,1.5,6,4.0
3351,0,8.333333,0.8,0,4,6,3,5,3,3,1,0.0,9,1.0
3353,0,10.333333,1.5,0,4,6,3,5,3,1,1,0.0,11,4.0
3355,0,8.5,0.7,0,4,6,3,5,3,3,1,10.0,14,1.0
3359,0,13.0,1.0,0,4,6,3,5,3,3,1,0.0,14,4.0
3360,0,4.0,0.5,0,3,6,2,5,3,2,1,0.0,4,1.0
3365,0,9.666667,1.2,0,4,6,2,5,2,2,1,0.25,6,4.0
3366,0,8.0,0.5,0,2,6,1,5,3,1,1,0.0,8,0.0
3367,0,8.666667,2.0,0,3,6,2,5,3,3,1,0.3333333333333333,6,2.0
3371,0,3.0,0.2,0,4,6,3,5,3,3,1,10.0,3,1.0
3372,1,14.0,1.0,0,4,4,2,5,3,3,1,1.0,14,3.0
3375,0,12.666667,1.0,0,4,6,3,5,3,3,1,0.0,12,6.0
3377,0,9.0,1.2,0,3,5,3,5,3,3,1,0.25,13,6.0
3386,0,10.25,5.0,1,4,1,1,1,1,1,1,0.25,6,5.0
3388,2,6.0,4.3,0,2,2,2,4,2,2,1,1.0,6,5.0
3392,2,6.0,1.7,0,1,5,2,5,3,2,1,1.5,3,3.0
3397,0,8.0,1.7,0,4,4,1,3,1,1,1,1.5,3,5.0
3401,0,4.5,2.0,0,3,5,3,5,3,3,1,0.0,3,2.0
3403,0,0.0,1.7,0,4,6,1,3,1,1,1,0.0,0,4.0
3404,0,6.0,1.5,0,3,1,1,1,1,1,1,0.5,9,3.0
3407,0,9.0,1.0,0,4,6,3,5,3,3,1,0.0,9,2.0
3411,3,0.0,2.0,0,1,3,2,5,3,3,1,3.0,0,0.0
3416,1,13.666667000000002,1.8,0,4,6,3,5,3,3,1,0.75,8,7.0
3422,2,14.0,1.3,0,4,6,3,5,3,3,1,1.0,14,6.0
3427,0,11.0,1.5,0,4,5,3,5,3,3,1,1.0,9,6.0
3430,1,14.0,1.0,0,4,6,3,5,1,1,1,1.0,14,1.0
3432,0,5.0,0.4,0,4,6,3,5,3,3,1,1.0,6,1.0
3434,0,10.5,0.7,0,4,6,3,5,3,3,1,0.0,12,4.0
3437,0,12.0,0.8,0,4,6,3,5,3,3,1,0.0,9,4.0
3438,0,11.666667,1.5,0,3,6,2,5,3,1,1,0.2,15,8.0
3445,0,6.0,1.0,0,1,5,3,5,3,2,1,10.0,6,4.0
3449,1,8.333333,1.0,0,1,6,3,5,3,3,1,0.3333333333333333,6,2.0
3450,1,15.0,2.5,0,3,3,1,5,1,1,1,1.5,6,3.0
3455,0,11.666667,1.3,0,4,6,3,5,3,3,1,0.3333333333333333,11,4.0
3461,0,5.0,1.7,0,2,5,2,5,2,3,1,0.6666666666666666,3,1.0
3464,0,2.0,1.0,0,4,5,3,5,3,3,1,10.0,2,0.0
3467,1,8.0,1.5,0,4,6,3,5,3,3,1,0.5,9,2.0
3469,0,1.0,1.0,0,4,6,2,5,2,2,1,1.0,1,3.0
3471,0,9.0,2.0,0,4,5,3,5,3,3,1,1.0,11,3.0
3472,0,15.75,1.0,0,4,6,3,5,3,3,1,0.25,14,6.0
3479,0,6.3333335,1.0,0,3,5,3,5,3,3,1,0.5,9,2.0
3482,5,11.0,3.3,0,1,5,3,5,3,3,1,2.3333333333333335,5,4.0
3493,0,12.0,1.7,0,4,4,2,5,3,2,1,0.25,6,3.0
3498,0,3.3333333,1.0,0,1,6,2,5,2,2,1,1.0,2,2.0
3503,1,7.75,1.5,0,4,6,3,5,3,3,1,2.0,6,6.0
3507,2,15.5,1.3,0,4,6,3,5,3,3,1,1.0,15,5.0
3509,0,6.3333335,1.0,0,4,6,2,5,2,2,1,2.0,15,1.0
3514,0,13.0,1.3,0,3,6,3,5,3,2,1,1.0,15,5.0
3517,0,7.0,1.3,0,4,6,2,5,2,2,1,0.3333333333333333,6,2.0
3520,0,10.0,1.0,0,4,6,3,5,3,3,1,0.0,15,3.0
3524,0,5.5714288,1.8,0,4,5,3,5,3,3,1,0.4,6,3.0
3531,0,15.5,1.0,0,4,5,3,5,3,3,1,0.5,18,3.0
3539,1,14.5,1.7,0,4,6,3,5,3,3,1,1.0,9,12.0
3544,0,12.333333,1.0,0,2,5,3,5,3,3,1,0.0,14,2.0
3546,0,12.75,1.7,0,4,6,3,5,3,3,1,0.0,6,5.0
3554,0,12.0,1.3,0,4,5,3,5,3,3,1,0.0,15,11.0
3555,0,8.0,0.5,0,4,6,2,5,2,2,1,0.0,8,1.0
3556,0,6.0,0.7,0,1,6,2,5,2,2,1,0.0,6,1.0
3558,0,14.0,0.5,0,4,5,2,5,3,2,1,0.0,14,1.0
3561,1,7.333333500000001,1.5,0,3,6,2,4,3,2,1,1.0,5,3.0
3565,0,17.0,0.5,0,4,6,3,5,3,3,1,10.0,17,1.0
3568,0,14.0,0.8,0,4,6,3,5,3,3,1,0.0,15,5.0
3571,0,11.0,2.0,0,2,6,2,5,3,2,1,1.0,6,2.0
3576,0,9.0,2.0,0,2,6,3,5,3,3,1,0.0,6,4.0
3578,0,8.0,0.5,0,4,6,3,5,3,3,1,0.0,10,2.0
3579,0,7.5,2.0,0,4,6,3,5,3,3,1,0.0,9,2.0
3581,0,6.0,0.5,0,4,5,3,5,3,3,1,0.0,6,1.0
3584,1,11.0,1.5,0,4,6,3,5,3,3,1,0.5,11,2.0
3586,0,1.0,1.7,0,1,4,1,3,1,1,1,0.5,3,2.0
3590,0,10.333333,1.0,0,4,6,3,5,3,3,1,0.0,6,3.0
3591,0,6.0,1.7,0,4,5,2,5,3,2,1,10.0,6,3.0
3596,0,9.0,1.3,0,3,4,3,4,3,3,1,0.3333333333333333,6,4.0
3598,1,19.0,0.8,0,4,6,3,5,3,3,1,0.5,21,4.0
3600,0,9.0,0.2,0,4,6,2,5,3,3,1,10.0,9,0.0
3601,0,6.75,1.2,0,4,6,1,5,1,1,1,0.25,6,4.0
3606,1,11.0,1.5,0,4,6,3,5,3,3,1,2.0,6,2.0
3610,0,7.0,1.0,0,3,6,2,5,3,3,1,4.0,9,2.0
3615,0,10.0,0.7,0,4,6,3,5,3,3,1,0.0,6,2.0
3617,0,6.0,3.0,1,3,4,1,4,1,1,1,2.0,6,2.0
3619,1,4.0,2.0,0,1,4,1,3,1,1,1,0.3333333333333333,2,3.0
3623,0,7.0,1.3,0,4,6,3,5,3,3,1,0.0,3,3.0
3627,0,12.5,1.0,0,4,4,2,3,2,2,1,0.0,6,3.0
3630,0,15.0,1.5,0,4,6,3,5,3,3,1,10.0,15,8.0
3633,0,14.333332999999998,1.0,0,4,6,3,5,3,3,1,0.0,15,3.0
3634,0,14.5,0.7,0,4,6,3,5,3,3,1,0.0,12,3.0
3636,0,2.6666667,1.0,0,2,5,2,3,2,2,1,2.0,0,1.0
3641,1,5.3333335,2.5,0,4,5,3,5,3,3,1,0.6666666666666666,11,5.0
3644,0,15.5,0.7,0,4,6,3,5,3,3,1,0.0,17,4.0
3647,1,20.0,1.3,0,4,5,3,5,3,3,1,1.0,15,3.0
3652,2,11.666667,1.2,0,4,6,3,5,3,2,1,0.6666666666666666,13,3.0
3656,1,15.0,0.7,0,4,6,3,5,3,3,1,1.0,15,3.0
3658,1,6.0,0.7,0,4,6,3,5,3,3,1,1.0,6,1.0
3659,0,16.0,0.5,0,4,6,3,5,3,3,1,0.0,16,2.0
3660,0,17.0,2.0,0,4,6,3,5,3,3,1,0.0,17,4.0
3662,0,15.0,0.5,0,4,6,3,5,3,3,1,0.0,15,2.0
3664,2,20.5,1.7,0,4,6,3,5,3,3,1,1.5,15,12.0
3673,0,11.2,1.2,0,4,6,2,5,2,2,1,0.0,6,6.0
3674,0,11.75,1.0,0,4,4,2,5,3,3,1,0.0,11,6.0
3681,1,2.75,2.5,0,2,6,3,5,3,3,1,0.6666666666666666,0,3.0
3684,0,9.666667,1.7,0,4,2,3,4,2,3,1,0.6666666666666666,7,4.0
3689,0,17.0,1.0,0,4,6,2,5,3,2,1,0.0,6,2.0
3691,0,9.0,1.0,0,4,6,3,5,3,3,1,0.0,8,3.0
3695,0,7.0,2.0,0,2,4,1,4,2,2,1,1.0,3,2.0
3699,2,17.0,2.0,0,4,6,3,5,3,3,1,2.0,17,7.0
3705,3,9.5,1.2,0,3,6,3,5,2,2,1,1.5,11,2.0
3708,0,15.333332999999998,1.0,0,4,6,3,5,3,3,1,0.0,17,4.0
3711,1,13.0,1.0,0,4,6,3,5,3,3,1,0.5,11,2.0
3716,1,6.0,1.3,0,1,6,2,4,2,2,1,3.0,6,4.0
3718,0,6.0,0.7,0,3,6,3,5,3,1,1,10.0,6,0.0
3719,1,6.0,3.0,0,4,6,3,5,3,3,1,0.5,6,2.0
3725,0,8.75,1.0,0,4,6,2,5,2,2,1,1.0,5,4.0
3726,0,14.666667000000002,1.0,0,4,6,3,5,3,3,1,0.0,18,3.0
3729,0,6.0,2.0,0,2,6,3,5,3,1,1,0.0,6,2.0
3731,0,8.333333,1.5,0,4,6,3,5,1,1,1,0.0,9,3.0
3735,1,11.0,3.0,0,3,5,3,4,3,3,1,0.5,5,2.0
3738,2,12.0,1.3,0,2,4,3,4,3,3,1,1.0,5,3.0
3744,3,3.5,2.5,0,2,5,1,5,3,3,1,1.5,1,2.0
3747,1,10.0,1.5,0,4,4,3,3,3,3,1,0.5,11,2.0
3751,0,5.5,1.0,0,4,6,2,5,2,2,1,1.0,0,2.0
3755,0,9.333333,1.5,0,4,6,3,5,3,3,1,0.0,8,3.0
3756,0,13.0,1.0,0,4,6,2,5,2,2,1,0.0,13,2.0
3758,0,6.0,1.0,0,3,5,2,5,2,2,1,0.0,6,2.0
3760,0,13.0,0.6,0,4,6,3,5,3,3,1,0.0,14,8.0
3763,0,12.0,1.0,0,1,6,3,5,3,3,1,0.3333333333333333,14,7.0
3769,2,17.5,1.3,0,4,6,3,5,3,3,1,1.0,20,6.0
3770,1,15.0,1.5,0,4,6,3,5,3,3,1,0.5,14,3.0
3774,0,3.0,1.0,0,3,3,1,5,1,1,1,1.0,2,1.0
3775,2,15.5,2.0,0,4,6,2,5,2,2,1,1.0,15,4.0
3780,0,5.0,1.3,0,3,6,2,5,2,2,1,0.3333333333333333,6,3.0
3783,0,12.0,0.5,0,4,1,2,5,2,2,1,0.0,12,1.0
3786,4,11.0,3.0,0,1,4,2,3,2,2,1,5.0,11,2.0
3790,0,8.0,1.0,0,4,5,2,3,2,2,1,0.0,8,1.0
3796,1,12.0,2.0,0,4,6,3,5,3,3,1,0.2,6,5.0
3799,0,4.0,1.3,0,4,4,2,3,2,2,1,1.0,2,4.0
3802,1,7.0,1.5,0,4,6,3,5,3,3,1,2.0,8,4.0
3805,0,5.6666665,1.5,0,2,4,3,5,3,3,1,10.0,9,1.0
3807,0,6.0,1.0,0,4,5,3,5,3,3,1,0.0,6,1.0
3810,0,11.0,1.3,0,4,4,3,4,2,2,1,0.0,11,7.0
3811,1,9.0,1.3,0,4,6,2,5,2,2,1,0.3333333333333333,6,6.0
3820,0,11.0,1.0,0,4,6,2,5,2,2,1,1.0,11,2.0
3821,1,6.666666499999999,6.0,1,2,2,1,1,1,1,1,1.0,5,5.0
3828,0,9.6000004,1.7,0,4,6,2,5,2,2,1,0.25,6,5.0
3837,0,8.3999996,1.5,0,4,5,2,4,3,3,1,0.2,6,5.0
3838,1,10.0,2.5,0,2,6,3,5,3,3,1,1.5,6,3.0
3845,0,10.5,1.3,0,4,6,3,5,3,3,1,0.0,6,5.0
3848,1,7.0,1.5,0,3,5,3,5,3,3,1,0.5,6,3.0
3853,1,12.333333,1.0,0,4,4,2,4,2,2,1,0.3333333333333333,7,3.0
3854,0,16.0,0.3,0,4,6,3,5,3,3,1,0.0,16,2.0
3855,0,9.333333,2.0,0,3,6,3,5,3,3,1,1.0,1,5.0
3865,1,9.666667,1.7,0,4,6,3,3,3,3,1,0.6666666666666666,6,4.0
3867,0,25.0,0.7,0,4,6,3,5,3,3,1,1.0,16,2.0
3871,0,7.0,1.3,0,4,6,3,5,3,3,1,0.0,6,6.0
3873,0,6.0,1.0,0,3,5,3,5,3,1,1,10.0,6,0.0
3875,2,10.0,1.3,0,1,6,3,5,3,3,1,3.0,10,2.0
3878,0,6.0,0.7,0,2,3,3,5,3,1,1,1.0,6,1.0
3880,0,11.0,1.5,0,1,5,3,3,3,3,1,2.0,11,2.0
3883,0,14.0,1.0,0,4,5,3,5,3,1,1,0.0,14,3.0
3891,2,6.666666499999999,1.8,0,2,5,3,5,3,3,1,1.3333333333333333,8,7.0
3894,1,7.5,1.0,0,4,5,3,5,3,3,1,0.5,6,4.0
3895,0,6.666666499999999,1.0,0,4,6,3,3,3,3,1,0.0,3,3.0
3898,0,15.0,0.5,0,4,6,3,5,3,3,1,0.0,15,1.0
3899,0,9.333333,0.8,0,4,6,3,5,3,3,1,0.0,6,4.0
3904,2,16.5,1.3,0,4,6,3,5,3,3,1,1.0,16,5.0
3906,1,13.0,2.0,0,4,6,3,5,3,3,1,1.0,11,5.0
3910,0,19.0,0.3,0,4,6,3,5,3,3,1,0.0,19,1.0
3912,0,7.5,0.7,0,4,6,3,5,3,3,1,10.0,9,5.0
3914,0,3.0,0.7,0,4,6,3,5,3,3,1,10.0,2,1.0
3915,0,4.0,0.5,0,2,5,3,5,3,3,1,1.0,2,1.0
3917,0,6.0,2.0,0,2,6,3,5,3,2,1,10.0,6,0.0
3919,0,0.0,1.0,0,2,4,2,4,2,2,1,10.0,0,0.0
3921,3,11.5,2.3,0,4,5,2,5,3,3,1,2.5,17,4.0
3927,1,10.0,1.5,0,1,5,3,3,2,3,1,0.5,6,2.0
3933,3,7.666666499999999,2.0,0,2,5,2,5,3,3,1,2.0,6,2.0
3936,0,6.0,2.0,0,4,6,2,5,2,2,1,10.0,6,0.0
3938,0,15.0,0.7,0,4,6,3,4,3,3,1,1.0,16,2.0
3941,0,7.5,0.7,0,4,6,3,5,3,3,1,0.0,6,2.0
3943,0,9.0,1.0,0,4,5,3,5,3,3,1,0.0,7,2.0
3945,0,8.199999799999999,1.2,0,4,5,3,5,3,3,1,0.0,6,6.0
3950,1,11.0,1.5,0,2,5,2,5,3,1,1,2.0,11,1.0
3952,0,1.0,0.5,0,2,5,2,5,2,2,1,0.0,1,0.0
3953,0,6.0,1.0,0,3,5,1,3,1,1,1,1.0,0,2.0
3956,1,8.666667,2.5,0,1,5,2,3,3,3,1,0.6666666666666666,9,1.0
3961,0,9.333333,1.7,0,2,6,3,5,3,3,1,0.6666666666666666,6,3.0
3967,1,8.333333,1.7,0,3,6,2,5,3,2,1,0.6666666666666666,11,5.0
3971,2,11.0,2.5,0,4,5,2,3,2,2,1,1.5,10,3.0
3979,2,10.0,3.0,0,2,5,2,5,2,3,1,1.0,9,3.0
3984,1,11.0,2.0,0,4,5,3,5,3,3,1,1.0,11,3.0
3985,0,3.0,1.0,0,1,6,2,5,1,3,1,0.0,6,0.0
3989,0,5.0,2.0,0,1,5,2,3,2,1,1,1.0,6,5.0
3995,0,14.666667000000002,1.7,0,4,6,3,5,3,2,1,1.5,6,4.0
3998,0,4.25,1.0,0,2,6,2,3,2,2,1,0.3333333333333333,0,3.0
4001,2,9.0,2.5,0,2,4,3,4,3,3,1,1.5,9,4.0
4005,0,2.6666667,1.0,0,3,6,1,5,2,1,1,0.5,4,1.0
4008,0,10.0,1.0,0,1,6,3,5,3,3,1,0.0,9,0.0
4012,0,12.0,1.5,0,2,6,3,5,3,3,1,0.5,6,1.0
4013,0,9.0,1.3,0,3,6,3,5,3,3,1,0.0,9,4.0
4017,0,10.0,1.0,0,4,3,3,5,3,2,1,0.0,9,2.0
4023,0,11.0,1.2,0,2,6,3,5,3,3,1,0.6666666666666666,6,5.0
4025,0,4.0,0.7,0,3,6,3,5,3,2,1,1.0,8,1.0
4027,0,4.1999998,2.0,0,2,5,3,5,3,3,1,1.0,3,1.0
4034,0,5.5,1.3,0,4,6,2,5,3,1,1,0.0,4,1.0
4036,0,9.0,1.0,0,4,6,2,3,3,1,1,0.5,5,5.0
4041,0,9.666667,1.0,0,4,6,3,5,3,3,1,0.0,11,3.0
4046,1,6.666666499999999,1.7,0,4,6,3,5,2,3,1,0.6666666666666666,3,2.0
4047,0,9.5,1.5,0,2,6,3,5,3,3,1,0.5,6,2.0
4051,0,6.0,1.0,0,4,6,3,5,3,3,1,1.0,6,2.0
4054,2,12.5,1.3,0,4,6,3,5,3,3,1,1.0,11,2.0
4061,2,9.0,1.8,0,2,6,3,5,3,3,1,0.75,8,5.0
4063,0,11.0,0.5,0,4,6,3,5,3,3,1,0.0,11,1.0
4064,0,4.0,2.0,1,3,1,1,1,1,1,1,0.0,5,1.0
4068,2,5.0,3.0,1,1,1,1,3,1,1,1,2.0,5,1.0
4070,2,9.5,4.0,1,2,6,1,3,1,1,1,1.0,13,2.0
4075,1,8.0,1.5,1,2,4,3,4,3,3,1,0.5,6,4.0
4081,0,15.5,3.0,0,3,6,3,5,3,3,1,0.5,10,3.0
4084,0,14.25,1.2,0,4,6,3,5,3,3,1,0.6666666666666666,11,5.0
4088,1,6.0,1.3,0,3,6,3,5,3,3,1,1.0,6,3.0
4093,2,15.5,1.3,0,4,6,3,5,3,3,1,1.0,17,6.0
4096,0,16.0,1.0,0,4,6,3,5,3,3,1,0.0,16,3.0
4097,0,9.0,1.0,0,4,6,3,5,3,3,1,10.0,9,1.0
4099,0,15.0,1.0,0,4,6,3,5,3,3,1,10.0,14,2.0
4104,2,10.333333,1.7,0,2,6,2,5,2,2,1,0.6666666666666666,9,3.0
4105,0,14.0,0.8,0,4,6,2,5,3,3,1,0.0,14,8.0
4111,1,12.0,2.0,0,4,6,2,5,3,3,1,0.5,11,2.0
4112,0,15.5,0.7,0,4,6,3,5,3,3,1,0.0,14,2.0
4114,0,15.5,1.3,0,4,6,2,5,2,2,1,0.3333333333333333,16,5.0
4118,0,13.5,0.7,0,4,6,3,5,3,3,1,0.0,11,2.0
4120,0,4.6666665,2.0,0,3,4,1,4,2,2,1,0.3333333333333333,2,4.0
4127,0,10.5,2.0,0,2,5,3,5,3,2,1,1.0,6,4.0
4130,1,10.0,1.5,0,4,3,3,5,3,3,1,0.5,6,4.0
4131,0,3.0,0.5,0,4,5,3,5,3,3,1,10.0,3,0.0
4134,0,14.666667000000002,1.0,0,4,6,3,5,3,3,1,0.0,13,4.0
4135,1,8.0,0.8,0,2,6,3,5,3,3,1,4.0,4,3.0
4142,0,23.5,1.0,0,4,6,3,5,3,3,1,0.5,15,5.0
4144,1,14.0,1.3,0,4,6,3,5,3,3,1,1.0,14,3.0
4149,0,20.0,1.5,0,4,6,2,5,3,3,1,0.5,15,6.0
4151,0,11.5,1.5,0,4,6,3,5,3,3,1,0.5,12,3.0
4155,0,11.0,1.0,0,4,6,3,5,3,3,1,2.0,8,4.0
4158,0,5.0,1.5,0,4,6,3,5,3,3,1,0.5,6,2.0
4160,0,16.0,1.5,0,4,5,3,5,3,3,1,0.5,16,3.0
4164,1,8.0,1.0,0,3,6,3,5,3,1,1,2.0,8,3.0
4166,0,6.0,1.5,0,4,6,3,5,3,3,1,0.0,6,2.0
4168,0,8.333333,1.0,0,4,6,2,5,2,3,1,2.0,6,3.0
4174,0,11.0,0.8,0,4,6,2,5,3,2,1,0.0,9,5.0
4177,1,12.5,1.3,0,4,6,3,5,3,3,1,1.0,11,6.0
4181,0,9.0,1.0,0,4,6,2,3,2,3,1,0.5,9,5.0
4186,2,15.0,1.3,0,4,6,3,5,3,3,1,1.0,17,8.0
4188,1,8.199999799999999,1.5,0,4,5,3,5,3,3,1,0.2,9,7.0
4197,2,5.3333335,2.5,0,1,6,2,5,2,3,1,1.5,1,2.0
4201,0,5.75,0.8,0,4,6,3,3,3,3,1,0.3333333333333333,0,5.0
4203,0,15.666667000000002,1.3,0,4,6,3,5,3,3,1,0.3333333333333333,17,5.0
4206,0,14.5,1.0,0,4,6,3,5,3,3,1,0.0,17,3.0
4208,0,19.0,1.0,0,4,6,3,5,3,3,1,0.5,12,3.0
4211,1,17.0,1.0,0,4,6,3,5,3,3,1,0.5,17,6.0
4217,0,13.5,2.0,0,4,6,2,5,2,2,1,0.3333333333333333,9,4.0
4218,0,11.0,1.0,0,4,3,2,5,2,2,1,0.0,11,1.0
4220,0,13.5,1.5,0,2,5,2,5,2,3,1,0.0,5,3.0
4222,1,3.0,2.0,0,1,1,1,1,1,1,1,1.0,3,1.0
4224,0,22.0,1.0,0,1,5,3,3,1,2,1,1.0,11,2.0
4228,0,9.666667,1.5,0,4,5,2,5,2,1,1,0.0,8,4.0
4232,2,12.0,1.8,0,4,6,3,5,3,1,1,0.75,9,6.0
4237,2,4.0,1.7,0,3,6,2,5,3,1,1,1.5,2,2.0
4243,2,6.0,1.5,0,1,6,3,3,3,3,1,2.0,6,1.0
4244,0,11.0,4.0,0,4,1,1,1,1,1,1,0.3333333333333333,11,2.0
4248,1,9.0,2.0,0,4,6,3,5,3,3,1,1.0,9,2.0
4251,1,13.0,1.7,0,2,6,1,3,1,2,1,1.5,9,4.0
4257,0,9.75,1.0,0,4,6,2,5,2,2,1,0.0,6,4.0
4259,0,3.0,1.0,0,3,6,2,3,2,2,1,1.0,6,0.0
4262,0,15.0,0.7,0,4,6,3,5,3,3,1,0.0,15,3.0
4265,0,9.5,2.0,0,4,6,3,5,3,3,1,1.0,9,3.0
4268,0,17.0,0.5,0,4,6,3,5,3,3,1,1.0,6,4.0
4270,0,10.75,2.0,0,4,6,3,3,3,3,1,0.3333333333333333,12,4.0
4275,1,14.333332999999998,1.3,0,4,6,3,5,3,3,1,0.3333333333333333,11,4.0
4278,0,10.25,1.3,0,4,6,2,5,3,2,1,0.3333333333333333,16,4.0
4282,0,3.0,0.7,0,4,6,3,5,3,3,1,10.0,3,2.0
4287,0,9.5714283,1.8,0,4,6,3,3,3,3,1,0.0,6,7.0
4290,0,9.0,1.7,0,4,6,3,5,3,3,1,0.0,6,4.0
4297,1,7.0,1.5,0,4,5,3,3,3,3,1,0.5,3,2.0
4301,0,8.5,2.0,0,4,6,3,5,2,3,1,1.0,11,4.0
4302,0,10.0,1.5,0,4,6,3,5,3,3,1,0.0,6,3.0
4308,2,11.0,2.0,0,4,6,3,5,3,3,1,1.0,11,2.0
4313,2,11.0,2.3,0,4,5,3,5,3,3,1,0.75,11,5.0
4316,0,6.0,1.0,0,4,6,3,5,3,3,1,10.0,6,1.0
4320,0,9.333333,1.3,0,4,6,2,5,2,2,1,0.0,6,5.0
4323,3,9.0,2.0,0,2,5,1,5,1,1,1,3.0,9,1.0
4329,1,12.666667,1.2,0,4,6,2,5,2,2,1,0.6666666666666666,7,3.0
4330,0,11.0,0.7,0,4,6,2,5,2,2,1,0.0,11,3.0
4335,0,7.5,0.8,0,4,3,3,5,3,3,1,3.0,6,2.0
4336,0,12.0,1.3,0,4,6,3,4,3,3,1,0.0,13,4.0
4341,0,10.5,1.0,0,4,5,3,5,3,3,1,0.0,12,3.0
4342,1,7.0,2.0,0,4,5,2,4,2,2,1,1.0,7,1.0
4344,0,16.0,1.0,0,4,6,2,5,2,2,1,10.0,16,2.0
4346,0,14.5,0.7,0,4,6,3,5,3,3,1,0.0,15,5.0
4347,0,15.0,0.3,0,4,6,3,5,3,3,1,10.0,15,2.0
4349,1,15.5,1.5,0,4,6,3,5,3,3,1,0.5,16,3.0
4352,0,3.6666667,1.0,0,4,6,3,5,3,3,1,2.0,9,3.0
4357,1,14.0,1.2,0,4,6,3,5,3,3,1,1.5,15,8.0
4359,0,14.666667000000002,0.8,0,4,6,3,5,3,3,1,0.0,15,6.0
4362,0,10.75,1.3,0,4,6,3,5,3,3,1,0.0,9,4.0
4366,0,3.5,1.0,0,2,3,1,5,1,1,1,1.0,3,1.0
4369,0,15.25,1.7,0,2,6,3,5,3,3,1,0.6666666666666666,16,3.0
4375,1,16.0,1.0,0,4,6,3,5,3,3,1,0.5,17,4.0
4377,0,8.5,0.7,0,4,6,2,5,2,2,1,0.0,5,2.0
4380,0,12.0,1.5,0,4,6,3,5,3,3,1,0.5,10,3.0
4383,0,11.5,1.5,0,4,6,3,5,3,3,1,0.5,7,3.0
4384,2,9.0,2.0,0,4,6,3,3,3,3,1,1.0,8,2.0
4389,2,9.0,2.0,0,1,5,3,5,3,3,1,0.5,6,4.0
4394,1,11.5,1.5,0,4,5,3,5,3,3,1,0.5,9,3.0
4399,0,4.5,1.3,0,4,4,2,5,3,2,1,3.0,6,3.0
4401,1,8.5,1.0,0,4,6,3,5,3,3,1,0.5,6,3.0
4405,0,12.5,0.7,0,4,6,3,5,3,3,1,0.0,11,3.0
4408,0,13.0,1.5,0,4,6,3,5,3,3,1,0.5,15,5.0
4410,1,13.5,1.5,0,4,6,3,5,3,3,1,0.5,15,3.0
4412,1,7.666666499999999,1.3,0,4,6,2,5,2,2,1,0.3333333333333333,6,4.0
4418,1,7.0,1.5,0,4,6,3,5,3,3,1,0.5,8,4.0
4421,0,14.0,1.5,0,4,6,3,5,3,3,1,0.5,15,2.0
4422,0,14.0,0.7,0,4,6,3,5,3,3,1,10.0,14,0.0
4425,2,16.5,1.3,0,4,6,3,5,3,3,1,1.0,17,3.0
4427,0,15.0,0.5,0,4,6,3,5,3,3,1,0.0,15,2.0
4428,0,15.0,1.0,0,4,6,3,5,3,3,1,0.0,11,4.0
4431,0,9.5,1.0,0,4,6,3,5,3,3,1,0.0,8,2.0
4435,2,7.75,2.7,0,4,4,3,4,3,3,1,1.0,6,3.0
4442,0,16.5,0.8,0,4,6,3,5,3,3,1,0.0,14,2.0
4443,1,5.0,2.5,0,4,6,3,3,3,3,1,0.5,6,5.0
4447,0,9.0,1.0,0,4,5,3,5,3,3,1,0.0,13,2.0
4450,1,7.333333500000001,1.3,0,4,6,3,5,3,3,1,1.0,6,2.0
4452,0,10.0,1.0,0,3,6,3,5,3,1,1,2.0,12,1.0
4456,0,7.333333500000001,1.5,0,3,6,3,5,3,1,1,0.0,6,2.0
4459,0,14.666667000000002,1.0,0,4,6,3,3,3,3,1,0.3333333333333333,8,5.0
4466,1,8.75,3.0,0,3,3,2,5,2,2,1,0.5,6,5.0
4468,0,6.0,1.0,0,4,6,3,5,3,3,1,10.0,6,0.0
4469,0,9.5,1.3,0,4,6,3,5,3,3,1,0.0,6,4.0
4474,0,13.5,1.5,0,4,6,3,5,3,3,1,10.0,11,5.0
4475,0,15.5,0.7,0,4,6,3,5,3,3,1,10.0,16,3.0
4479,0,10.666667,0.6,0,4,6,3,5,3,2,1,0.0,12,3.0
4485,0,13.0,1.5,0,4,6,3,5,3,3,1,0.0,11,6.0
4486,0,6.0,0.3,0,4,6,3,5,3,3,1,10.0,6,1.0
4487,0,1.0,0.5,0,3,5,3,5,3,3,1,10.0,1,1.0
